_id,name,price,brend,url,country,capacity,voltage
6613436589314a54f728e730,CSB UPS 12360 6 F2F1 12V/7.5Ah Slim,2395,CSB,https://www.wildberries.ru/catalog/167181849/detail.aspx,Вьетнам,7.5,12
6613436589314a54f728e731,Аккумуляторная батарея CSB GP1272 F2 (12V28W),1986,CSB Battery,https://www.wildberries.ru/catalog/151516704/detail.aspx,,28,12
6613436589314a54f728e732,"Аккумулятор LA-1272 12V 7,2Ah",970,GoPower,https://www.wildberries.ru/catalog/171408069/detail.aspx,Китай,72,12
6613436589314a54f728e733,"Аккумулятор 12V, для ИБП, тяговый,12v 9ah, A12HR-36W",1294,Challenger,https://www.wildberries.ru/catalog/213059294/detail.aspx,Китай,9,12
6613436589314a54f728e734,Аккумуляторная батарея Delta GEL 12-75 (12V / 75Ah),20346,Delta,https://www.wildberries.ru/catalog/166566821/detail.aspx,Китай,75,12
6613436589314a54f728e735,"Аккумулятор для ибп 12v 26 Ah M5/T4 эхолота, котла отопления",3407,NPP,https://www.wildberries.ru/catalog/180404778/detail.aspx,Китай,26,12
6613436589314a54f728e736,Аккумулятор Delta GEL 12-55 (12V / 55Ah),14376,DELTA BATTERY,https://www.wildberries.ru/catalog/150041727/detail.aspx,Китай,55,12
6613436589314a54f728e737,Аккумулятор для бесперебойника GEL 12V 100 Ач,14736,Sunways,https://www.wildberries.ru/catalog/110739241/detail.aspx,Китай,100,12
6613436589314a54f728e738,Аккумулятор Delta DT 1207 (12V / 7Ah),1414,DELTA BATTERY,https://www.wildberries.ru/catalog/104602943/detail.aspx,Китай,7,12
6613436589314a54f728e739,"Аккумулятор Leoch US 12-3.5 12V 3,5Ah 12В 3.5Ач",626,UPLUS,https://www.wildberries.ru/catalog/203253475/detail.aspx,Китай,35,12
6613436589314a54f728e73a,"Аккумуляторная батарея КОНТАКТ КТ 12-40, 12 В 40 Ач",4254,,https://www.wildberries.ru/catalog/145869021/detail.aspx,Вьетнам,40,12
6613436589314a54f728e73b,Аккумулятор для инкубатора - 12v вольт 7Ah - BT 1207,841,BATBEE,https://www.wildberries.ru/catalog/33021346/detail.aspx,Китай,7,12
6613436589314a54f728e73c,Аккумуляторная батарея Security Power SP 12-7 F1 12V/7Ah,1419,security power,https://www.wildberries.ru/catalog/142544030/detail.aspx,Китай,7,12
6613436589314a54f728e73d,"Батарея SVEN SV 1290 (12V 9Ah), F1",2295,Sven,https://www.wildberries.ru/catalog/71651284/detail.aspx,Китай,9,12
6613436589314a54f728e73e,"Аккумулятор для ибп 12v 7,2Ah F2/T2 детской машины, эхолота",1376,ZUBR,https://www.wildberries.ru/catalog/196431776/detail.aspx,Китай,7.2,12
6613436589314a54f728e73f,Аккумулятор для детского электромобиля premium,1979,world brands of Russia,https://www.wildberries.ru/catalog/156760638/detail.aspx,,,
6613436589314a54f728e740,"Аккумулятор для ибп 12v 12 Ah F2/T2 эхолота, фонаря, весов",1522,Thomas,https://www.wildberries.ru/catalog/194125715/detail.aspx,Китай,12,12
6613436589314a54f728e741,Аккумулятор BT 1207 12V 7Ah 12В 7Ач,701,Battbee,https://www.wildberries.ru/catalog/95655026/detail.aspx,Китай,7,12
6613436589314a54f728e742,"Аккумулятор ибп 12v 65Ah M6/T14 компьютера, котла, освещения",6188,Thomas,https://www.wildberries.ru/catalog/194125718/detail.aspx,Китай,65,12
6613436589314a54f728e743,Аккумуляторная батарея Battbee BT 1207 12V 7Ah,761,Battbee,https://www.wildberries.ru/catalog/172942431/detail.aspx,Китай,7,12
6613436589314a54f728e744,"Аккумуляторная батарея КОНТАКТ КТ 12-4.5, 12 В 4.5 Ач",667,,https://www.wildberries.ru/catalog/145869005/detail.aspx,Вьетнам,4.5,12
6613436589314a54f728e745,"Аккумулятор 4v 4.5Ah F1/T1 для кассы, эхолота, фонаря, весов",544,NPP,https://www.wildberries.ru/catalog/166716211/detail.aspx,Китай,4.5,4
6613436589314a54f728e746,"Аккумуляторная батарея GS 12В 9АЧ для систем охраны, ИБП",1443,General Security,https://www.wildberries.ru/catalog/142614077/detail.aspx,Китай,9,12
6613436589314a54f728e747,Аккумулятор CK 1218 12v 18Ah,4170,Восток,https://www.wildberries.ru/catalog/42729553/detail.aspx,Китай,18,12
6613436589314a54f728e748,Аккумулятор для ИБП (150x95х65) 12V 7Ah LiFePo4,4684,Neovolt,https://www.wildberries.ru/catalog/174848380/detail.aspx,Россия,7,
6613436589314a54f728e749,"Аккумулятор Delta DTM 12012 12V (1,2 Ач)",1034,DELTA BATTERY,https://www.wildberries.ru/catalog/102303061/detail.aspx,Китай,1.2,12
6613436589314a54f728e74a,Аккумулятор для бесперебойника GP 12V 100 Ач,14736,Sunways,https://www.wildberries.ru/catalog/111316024/detail.aspx,Китай,100,12
6613436589314a54f728e74b,Аккумуляторная батарея CSB GP 1272 F2 (28W) 12 В 7.2 Ач,2194,CSB,https://www.wildberries.ru/catalog/143547216/detail.aspx,Китай,7.2,12
6613436589314a54f728e74c,"Батарея SVEN SV 1272 (12V 7,2Ah)",1994,Sven,https://www.wildberries.ru/catalog/71652380/detail.aspx,Китай,9,12
6613436589314a54f728e74d,Аккумулятор для ибп 12v 9 Ah F2/T2 на бесперебойник для дома,1455,NPP,https://www.wildberries.ru/catalog/194125708/detail.aspx,Китай,9,12
6613436589314a54f728e74e,Аккумулятор 12v вольт 7Ah - BT 1207,857,BATBEE,https://www.wildberries.ru/catalog/34857664/detail.aspx,Китай,7,12
6613436589314a54f728e74f,Аккумулятор BT 12045 12v 4.5ah,809,Battbee,https://www.wildberries.ru/catalog/91110307/detail.aspx,Китай,4.5,12
6613436589314a54f728e750,Аккумулятор для детского электромобиля premium,3136,world brands of Russia,https://www.wildberries.ru/catalog/156760637/detail.aspx,,,
6613436589314a54f728e751,Аккумулятор BT 1207 12v 7ah,840,Battbee,https://www.wildberries.ru/catalog/91110306/detail.aspx,Китай,7,12
6613436589314a54f728e752,Аккумулятор 12v вольт 7Ah - SF 1207,902,Security Force,https://www.wildberries.ru/catalog/34858079/detail.aspx,Китай,7,
6613436589314a54f728e753,Аккумулятор Delta DTM 1209 12V 9Ah AGM,2224,DELTA BATTERY,https://www.wildberries.ru/catalog/92110871/detail.aspx,Китай,9,12
6613436589314a54f728e754,Аккумулятор для ибп 12v 40 Ah M6/T14 детского электромобиля,4801,NPP,https://www.wildberries.ru/catalog/194125707/detail.aspx,Китай,40,12
6613436589314a54f728e755,Аккумуляторная батарея Delta CGD 12-12 (12V / 12Ah),4460,Delta,https://www.wildberries.ru/catalog/166564627/detail.aspx,Китай,12,12
6613436589314a54f728e756,Аккумулятор Delta DT 1207 12V 7Ah AGM,1415,DELTA BATTERY,https://www.wildberries.ru/catalog/93058015/detail.aspx,Китай,7,12
6613436589314a54f728e757,Аккумулятор DJW 12-12 12V 12Ah 12В 12Ач,2189,LEOCH,https://www.wildberries.ru/catalog/175917955/detail.aspx,Китай,12,12
6613436589314a54f728e758,Аккумулятор GEL 12V 15Ah для ИБП свинцово-кислотный,2268,Asterion Battery,https://www.wildberries.ru/catalog/185070424/detail.aspx,Китай,15,12
6613436589314a54f728e759,"Аккумулятор GP 1272 F2 (28W) 12В 7,2Ач 12V 7.2Ah",1216,WBR,https://www.wildberries.ru/catalog/195832938/detail.aspx,Китай,72,12
6613436589314a54f728e75a,"Аккумулятор GSL 1.2-12 1.2Ач 12V 1,2Ah",655,General Security,https://www.wildberries.ru/catalog/175316104/detail.aspx,Китай,1.2,12
6613436589314a54f728e75b,"Аккумулятор КТ 12-7,2 (12V 7,2AH)",795,Аккумуляторы КОНТАКТ,https://www.wildberries.ru/catalog/166790951/detail.aspx,Вьетнам,72,12
6613436589314a54f728e75c,"Батарея SVEN SV 12120 (12V 12Ah), F2",3298,Sven,https://www.wildberries.ru/catalog/72683714/detail.aspx,Китай,9,12
6613436589314a54f728e75d,Аккумулятор DTM 1207 12v 7Ah,1953,DELTA BATTERY,https://www.wildberries.ru/catalog/33788764/detail.aspx,Китай,7,12
6613436589314a54f728e75e,Аккумулятор для детского электромобиля premium,2103,world brands of Russia,https://www.wildberries.ru/catalog/165460551/detail.aspx,,,
6613436589314a54f728e75f,Аккумулятор Delta DTM 1209,2224,DELTA BATTERY,https://www.wildberries.ru/catalog/122880615/detail.aspx,Китай,9,12
6613436589314a54f728e760,"Аккумулятор BT 12012 12V 1.2Ah 12В 1,2Ач",430,Battbee,https://www.wildberries.ru/catalog/95659653/detail.aspx,Китай,1.2,12
6613436589314a54f728e761,"Аккумулятор 12v 7ah, для ИБП, детские авто, тяговый",787,Challenger,https://www.wildberries.ru/catalog/213042572/detail.aspx,Китай,7,12
6613436589314a54f728e762,Аккумуляторная батарея GEL 12-15 12v 15Ah,4713,DELTA BATTERY,https://www.wildberries.ru/catalog/33788756/detail.aspx,Китай,15,12
6613436589314a54f728e763,Аккумулятор 12V вольт 12Ah - DTM 1212,3212,Delta,https://www.wildberries.ru/catalog/34858382/detail.aspx,Китай,12,12
6613436589314a54f728e764,"Аккумулятор Delta DTM 12032 12V (3,2 Ач)",1572,DELTA BATTERY,https://www.wildberries.ru/catalog/102303059/detail.aspx,Китай,3.2,12
6613436589314a54f728e765,Аккумулятор GSL 18-12 12В 18Ач 12V 18Ah,3427,General Security,https://www.wildberries.ru/catalog/175329199/detail.aspx,Китай,18,12
6613436589314a54f728e766,"Аккумулятор DJW 12-7, 7Ач, аккумуляторная батарея 12В",1277,LEOCH,https://www.wildberries.ru/catalog/51279850/detail.aspx,Китай,7,12
6613436589314a54f728e767,Аккумулятор 12v вольт 50 ач - GSL 50-12,7288,General Security,https://www.wildberries.ru/catalog/217805259/detail.aspx,Китай,50,12
6613436589314a54f728e768,"Аккумулятор ALFA FB 1.2-12 12V 1.2Ah 12В 1,2Ач",430,Alfa Battery,https://www.wildberries.ru/catalog/139044382/detail.aspx,Китай,,12
6613436589314a54f728e769,Аккумулятор Delta DTM 12045 12v 4.5Ah,1778,DELTA BATTERY,https://www.wildberries.ru/catalog/33788778/detail.aspx,Китай,4.5,12
6613436589314a54f728e76a,Аккумулятор SF 12012 12V 1.2Ah 12В 1.2Ач,498,Security Force,https://www.wildberries.ru/catalog/92518742/detail.aspx,Китай,1.2,12
6613436589314a54f728e76b,Аккумулятор Kijo 12V 6-DZF-12Ah (M5),2105,KIJO,https://www.wildberries.ru/catalog/161870243/detail.aspx,Китай,12,12
6613436589314a54f728e76c,"Батарея SVEN SV 1270 (12V 7Ah), F2",1894,Sven,https://www.wildberries.ru/catalog/71660137/detail.aspx,Китай,9,12
6613436589314a54f728e76d,"Аккумулятор ALFA FB 4.5-12 12V 4.5Ah 12В 4,5Ач",730,Alfa Battery,https://www.wildberries.ru/catalog/139044379/detail.aspx,Китай,4.5,12
6613436589314a54f728e76e,Аккумулятор Delta DT 12012 12V 1.2Ah AGM,639,DELTA BATTERY,https://www.wildberries.ru/catalog/93058014/detail.aspx,Китай,1.2,12
6613436589314a54f728e76f,Тяговый аккумулятор ELTRECO ОТ12-12 (6-F-12) 12V 12A/H,1879,Eltreco,https://www.wildberries.ru/catalog/177398631/detail.aspx,Китай,12,12
6613436589314a54f728e770,Аккумулятор 12в 9ач GP-S 12-9,1474,ЭТК Энергия,https://www.wildberries.ru/catalog/216797040/detail.aspx,Китай,9,12
6613436589314a54f728e771,Тяговый аккумулятор ELTRECO ОТ12-12 (6-F-12) 12V 12A/H,1879,Eltreco,https://www.wildberries.ru/catalog/177398631/detail.aspx,Китай,12,12
6613436589314a54f728e772,Аккумулятор 12в 9ач GP-S 12-9,1474,ЭТК Энергия,https://www.wildberries.ru/catalog/216797040/detail.aspx,Китай,9,12
6613436589314a54f728e773,"Аккумулятор для бесперебойника GP 12V 7,2 Ач",1761,Sunways,https://www.wildberries.ru/catalog/83985306/detail.aspx,Китай,72,12
6613436589314a54f728e774,"Аккумулятор BT 12045 12V 4.5Ah 12В 4,5Ач",696,Battbee,https://www.wildberries.ru/catalog/95655027/detail.aspx,Китай,4.5,12
6613436589314a54f728e775,Аккумулятор Delta DTM 1255 L 12V 55Ah,13935,DELTA BATTERY,https://www.wildberries.ru/catalog/93074185/detail.aspx,Китай,55,12
6613436589314a54f728e776,Аккумулятор HRL 12-26 X 12v 28Ah,10627,DELTA BATTERY,https://www.wildberries.ru/catalog/33788698/detail.aspx,Китай,28,12
6613436589314a54f728e777,"Аккумулятор DJW 12-0,8, 0,8Ач, аккумуляторная батарея 12В",624,LEOCH,https://www.wildberries.ru/catalog/51279835/detail.aspx,Китай,0.8,12
6613436589314a54f728e778,Аккумуляторная батарея КТ 12-7.2 12V 7.2А/ч Контакт,5414,,https://www.wildberries.ru/catalog/157038023/detail.aspx,,,
6613436589314a54f728e779,Аккумулятор для детского электромобиля premium,2696,world brands of Russia,https://www.wildberries.ru/catalog/156760639/detail.aspx,,,
6613436589314a54f728e77a,"Аккумулятор для детскогo электромобиля, электромотоцикла.",2045,world brands of Russia,https://www.wildberries.ru/catalog/153292383/detail.aspx,,,
6613436589314a54f728e77b,"Аккумулятор для детскогo электромобиля, электромотоцикла.",1890,world brands of Russia,https://www.wildberries.ru/catalog/153292382/detail.aspx,,,
6613436589314a54f728e77c,"Аккумулятор для детскогo электромобиля, электромотоцикла.",1237,world brands of Russia,https://www.wildberries.ru/catalog/153292379/detail.aspx,,,
6613436589314a54f728e77d,Аккумулятор Delta HR12-34 W 12v 9Ah для ИПБ,2927,Delta Battery,https://www.wildberries.ru/catalog/148992705/detail.aspx,Китай,9,12
6613436589314a54f728e77e,Комплект аккумуляторов для детского электромобиля,3709,world brands of Russia,https://www.wildberries.ru/catalog/169795533/detail.aspx,Китай,,
6613436589314a54f728e77f,Аккумуляторная батарея КТ 12-17 12V 17А/ч Контакт,2476,unisistem,https://www.wildberries.ru/catalog/157004264/detail.aspx,Вьетнам,17,12
6613436589314a54f728e780,"Аккумулятор для ибп 12v 12Ah F2/T2 на бесперебойник, эхолот",1952,NPP,https://www.wildberries.ru/catalog/194125704/detail.aspx,Китай,12,12
6613436589314a54f728e781,Аккумулятор DJW 12-2.2 12V 2.2Ah 2.2Ач,660,LEOCH,https://www.wildberries.ru/catalog/175908681/detail.aspx,Китай,2.2,12
6613436589314a54f728e782,"АККУМУЛЯТОР DELTA HR 12-5,8 12V 5.8 Ач",2296,DELTA BATTERY,https://www.wildberries.ru/catalog/102300777/detail.aspx,Китай,5.8,12
6613436589314a54f728e783,Аккумулятор 12v вольт 7Ah - FB 7.2-12,847,Alfa Battery,https://www.wildberries.ru/catalog/36010407/detail.aspx,Китай,7.2,12
6613436589314a54f728e784,"Батарея SVEN SV 12170 (12V 17Ah), T1",4902,Sven,https://www.wildberries.ru/catalog/72684051/detail.aspx,Китай,9,12
6613436589314a54f728e785,Аккумулятор для детского электромобиля premium,1237,world brands of Russia,https://www.wildberries.ru/catalog/156760642/detail.aspx,,,
6613436589314a54f728e786,Аккумулятор Delta HR 12-51W 12V 12Ah AGM,4281,DELTA BATTERY,https://www.wildberries.ru/catalog/93072951/detail.aspx,Китай,12,12
6613436589314a54f728e787,Аккумулятор свинцово-кислотный GoPower LA-1245 12V 4.5Ah,1106,GoPower,https://www.wildberries.ru/catalog/25872187/detail.aspx,Китай,45,12
6613436589314a54f728e788,Аккумулятор свинцово-кислотный GoPower LA-1212 12V 1.2Ah,624,GoPower,https://www.wildberries.ru/catalog/43523876/detail.aspx,Китай,12,12
6613436589314a54f728e789,Аккумулятор GS 9-12 12V 9Ah (12В 9Ач),1481,General Security,https://www.wildberries.ru/catalog/148018214/detail.aspx,Китай,9,12
6613436589314a54f728e78a,Аккумуляторная батарея GP1272 F2 (12V28W),2489,CSB,https://www.wildberries.ru/catalog/180955964/detail.aspx,Тайвань,,12
6613436589314a54f728e78b,Аккумулятор ALFA FB 18-12 12V 18Ah 12В 18Ач,2286,Alfa Battery,https://www.wildberries.ru/catalog/139044384/detail.aspx,Китай,18,12
6613436589314a54f728e78c,"Аккумуляторная батарея КОНТАКТ КТ 12-12, 12 В 12 Ач",1380,,https://www.wildberries.ru/catalog/145869015/detail.aspx,Вьетнам,12,12
6613436589314a54f728e78d,Аккумулятор 12v вольт 12 ач - GSL 12-12,1990,General Security,https://www.wildberries.ru/catalog/217805106/detail.aspx,Китай,12,12
6613436589314a54f728e78e,Аккумулятор BT 1218 12v 18Ah,1995,Battbee,https://www.wildberries.ru/catalog/91110304/detail.aspx,Китай,18,12
6613436589314a54f728e78f,Аккумулятор 12v вольт 40Ah - FB 40-12,4911,Alfa Battery,https://www.wildberries.ru/catalog/144688681/detail.aspx,Китай,40,12
6613436589314a54f728e790,Аккумулятор для бесперебойника GEL 12V 55 Ач,11506,Sunways,https://www.wildberries.ru/catalog/83985320/detail.aspx,Китай,55,12
6613436589314a54f728e791,General Security Аккумулятор 1.2Ah 12v GS 1.2-12,555,General Security,https://www.wildberries.ru/catalog/161193223/detail.aspx,Китай,1.2,12
6613436589314a54f728e792,Аккумулятор DJW 12-9.0 12V 9Ah 12В 9Ач,1574,LEOCH,https://www.wildberries.ru/catalog/175917954/detail.aspx,Китай,9,12
6613436589314a54f728e793,Аккумулятор GS 40-12 12V 40Ah (12В 40Ач),6561,General Security,https://www.wildberries.ru/catalog/148018209/detail.aspx,Китай,40,12
6613436589314a54f728e794,Аккумулятор для детского электромобиля premium,1415,world brands of Russia,https://www.wildberries.ru/catalog/156760641/detail.aspx,,,
6613436589314a54f728e795,Аккумулятор HRL 12-55 X 12v 55Ah,19402,DELTA BATTERY,https://www.wildberries.ru/catalog/33788817/detail.aspx,Китай,55,12
6613436589314a54f728e796,Аккумулятор DTM 1226 12v 26Ah,8525,DELTA BATTERY,https://www.wildberries.ru/catalog/33788729/detail.aspx,Китай,26,12
6613436589314a54f728e797,Аккумулятор Delta DTM 1212 12V 12Ah AGM,3212,DELTA BATTERY,https://www.wildberries.ru/catalog/92110874/detail.aspx,Китай,12,12
6613436589314a54f728e798,Аккумулятор для ИБП 12V 7Ah свинцово-кислотный AGM VRLA,947,GoPower,https://www.wildberries.ru/catalog/183537081/detail.aspx,Китай,7,12
6613436589314a54f728e799,Аккумулятор 12V вольт 17Ah - DTM 1217,4434,Delta,https://www.wildberries.ru/catalog/34858384/detail.aspx,Китай,17,12
6613436589314a54f728e79a,Аккумулятор свинцово-кислотный Crown 12V 18 ah,3759,Crown Micro,https://www.wildberries.ru/catalog/213821740/detail.aspx,Китай,18,12
6613436589314a54f728e79b,Аккумулятор DJW 12-1.3 12V 1.3Ah 1.3Ач,577,LEOCH,https://www.wildberries.ru/catalog/175908680/detail.aspx,Китай,1.3,12
6613436589314a54f728e79c,Аккумулятор GP 1290 F2 12В 9Ач 12V 9Ah,1511,WBR,https://www.wildberries.ru/catalog/195832940/detail.aspx,Китай,9,12
6613436589314a54f728e79d,Аккумулятор для бесперебойника GEL 12V 200 Ач,33534,Sunways,https://www.wildberries.ru/catalog/158552504/detail.aspx,Китай,200,12
6613436589314a54f728e79e,Аккумуляторная батарея AGM 12V 9Ah 1209 для ИБП и др,1423,Neata Battery,https://www.wildberries.ru/catalog/172398514/detail.aspx,Китай,9,12
6613436589314a54f728e79f,Батарея FB 7-12 Вольт 7 Ач / 12V 7AH для инкубаторов,823,Alfa Battery,https://www.wildberries.ru/catalog/91179120/detail.aspx,Китай,,
6613436589314a54f728e7a0,Аккумуляторная батарея AGM 12V 7.2Ah 1272 для ИБП и др,1075,Neata Battery,https://www.wildberries.ru/catalog/172398513/detail.aspx,Китай,72,12
6613436589314a54f728e7a1,Аккумулятор 12v вольт 18 ач - GSL 18-12L,2460,General Security,https://www.wildberries.ru/catalog/217805139/detail.aspx,Китай,18,12
6613436589314a54f728e7a2,Аккумулятор BT 1212 12V 12Ah 12В 12Ач,1326,Battbee,https://www.wildberries.ru/catalog/95655030/detail.aspx,Китай,12,12
6613436589314a54f728e7a3,Аккумулятор DT 12032 12v 3.3Ah,1474,DELTA BATTERY,https://www.wildberries.ru/catalog/103959095/detail.aspx,Китай,3.3,12
6613436589314a54f728e7a4,Аккумулятор Delta HR 12-9 12V (9 Ач),2958,DELTA BATTERY,https://www.wildberries.ru/catalog/102303055/detail.aspx,Китай,9,12
6613436589314a54f728e7a5,"Батарея SVEN SV 1250 (12V 5Ah), F1",1493,Sven,https://www.wildberries.ru/catalog/72683511/detail.aspx,Китай,,
6613436589314a54f728e7a6,Аккумулятор CGD 1212 12v 12Ah,5454,DELTA BATTERY,https://www.wildberries.ru/catalog/41606603/detail.aspx,Китай,12,12
6613436589314a54f728e7a7,Аккумулятор SF 1217 12V 17Ah 12В 17Ач,2411,Security Force,https://www.wildberries.ru/catalog/92518750/detail.aspx,Китай,17,12
6613436589314a54f728e7a8,Аккумулятор ALFA FB 12-12 12V 12Ah 12В 12Ач,1465,Alfa Battery,https://www.wildberries.ru/catalog/139044375/detail.aspx,Китай,12,12
6613436589314a54f728e7a9,Аккумулятор Восток СК 1209 12V 9Ah AGM,1423,ВОСТОК PRO,https://www.wildberries.ru/catalog/139012195/detail.aspx,Китай,9,12
6613436589314a54f728e7aa,Аккумулятор 12V вольт 12Ah - FB 12-12,1375,Alfa Battery,https://www.wildberries.ru/catalog/36010416/detail.aspx,Китай,12,12
6613436589314a54f728e7ab,Аккумулятор ALFA FB 12-12 12v 12Ah для ИПБ,1458,Alfa Battery,https://www.wildberries.ru/catalog/149526770/detail.aspx,Китай,12,12
